Gender,Race,Residence,Income,School Type,Hooks,Major,Rank%,SAT,ACT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections
M,WHITE,UT,High,PRIVATE,URM,CS,-1,1510,-1,6.5,6.8,"['*BERKELEY', '*NORTHEASTERN', '*UNC CHAPEL HILL']","['*UCSB', '*UCHICAGO', '*CLAREMONT MCKENNA']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*DUKE']"
M,ASIAN,NY,Low,PUBLIC,NONE,CS,10,1580,-1,3.5,2.5,"['*NYU', '*FORDHAM']","['*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*CORNELL', '*MIT', '*CMU', '*UPENN']"
F,WHITE,CO,Low,PUBLIC,NONE,MATH,-1,1570,-1,3.5,7.5,['*BOSTON COLLEGE'],['*BOSTON UNIVERSITY'],"['*HARVARD', '*YALE']"
NB,ASIAN,OR,High,CHARTER,NONE,CS,4,1540,-1,2.5,4.5,[],"['*UCLA', '*NORTHWESTERN', '*TUFTS', '*HARVEY MUDD', '*UCHICAGO']","['*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*UCSD', '*MIT', '*CALTECH', '*CMU', '*USC']"
M,ASIAN,CA,Low,-1,OTHER,CS,-1,1530,15,7.5,1.5,"['*GEORGIA TECH', '*PURDUE', '*POMONA', '*UCSB', '*NORTHEASTERN']",['*UCR'],"['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*NORTHEASTERN', '*UCI']"
M,ASIAN,NV,Low,PRIVATE,LEGACY,CS,-1,1480,33,3.5,8.2,"['*BOSTON UNIVERSITY', '*NORTHEASTERN', '*COLGATE']",[],"['*BROWN', '*CORNELL', '*MIT', '*DARTMOUTH', '*CMU', '*WILLIAMS', '*TUFTS']"
F,HISPANIC,IN,Low,-1,URM,CS,-1,1560,-1,7.5,7.5,"['*STANFORD', '*CORNELL', '*UPENN', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE']","['*COLUMBIA', '*DARTMOUTH', '*WILLIAMS', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*PRINCETON', '*SWARTHMORE']"
M,WHITE,WA,High,PUBLIC,OTHER,CS,-1,1520,-1,4.5,3.7,[],"['*UMICH', '*NORTHEASTERN']","['*HARVARD', '*BROWN', '*COLUMBIA', '*MIT', '*GEORGIA TECH', '*VANDERBILT', '*UPENN', '*UNC CHAPEL HILL']"
M,ASIAN,CA,Low,PRIVATE,NONE,CS,-1,1510,-1,6.5,7.5,"['*UPENN', '*UMICH']","['*PURDUE', '*UCI']","['*UCLA', '*HARVARD', '*STANFORD', '*BERKELEY', '*PRINCETON', '*UCSD', '*GEORGIA TECH', '*CMU', '*NYU', '*UIUC']"
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,CS,-1,1550,-1,7.5,2.5,['*BERKELEY'],"['*UCLA', '*STANFORD']","['*HARVARD', '*YALE', '*PRINCETON', '*MIT', '*CALTECH']"
M,WHITE,CA,High,PUBLIC,OTHER,POLISCI,-1,1580,-1,4.5,7.5,"['*UCLA', '*STANFORD', '*BERKELEY', '*UCSD', '*NYU', '*UCD']","['*NORTHWESTERN', '*TUFTS', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*POMONA']"
M,ASIAN,CA,High,PUBLIC,NONE,CS,-1,1560,-1,4.5,6.8,"['*UCSD', '*UCSB']","['*UCLA', '*BERKELEY', '*UCD', '*UCI']","['*BROWN', '*STANFORD', '*DUKE', '*RICE', '*UPENN']"
F,ASIAN,CA,Low,CHARTER,NONE,ENG,-1,1550,-1,6.5,4.5,"['*UCSD', '*GEORGIA TECH', '*USC']","['*UCLA', '*COLUMBIA', '*UCD', '*WASHU']","['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*MIT', '*RICE', '*USC', '*UCSB', '*UCI']"
M,WHITE,NY,Low,PUBLIC,OTHER,CS,-1,1510,-1,5,6.5,['*CASE WESTERN'],"['*CORNELL', '*NORTHEASTERN']","['*HARVARD', '*STANFORD', '*COLUMBIA', '*PRINCETON', '*CALTECH', '*CMU', '*RICE', '*WASHU', '*UCHICAGO']"
M,ASIAN,TX,Low,PUBLIC,NONE,CS,1,1590,-1,6,6.5,"['*BROWN', '*CORNELL', '*CALTECH']","['*UCLA', '*COLUMBIA', '*PRINCETON', '*CMU', '*UIUC']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*CORNELL', '*BERKELEY', '*MIT', '*CALTECH', '*UPENN']"
M,ASIAN,PA,Low,PUBLIC,NONE,CS,2,1580,-1,7.5,7.5,"['*UCLA', '*CORNELL', '*BERKELEY', '*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*NYU', '*UPENN', '*UMICH', '*USC', '*UIUC', '*UVA']","['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE']","['*YALE', '*STANFORD', '*PRINCETON', '*MIT']"
M,ASIAN,CA,Low,PUBLIC,NONE,CS,-1,1550,36,8.5,7.5,"['*UCLA', '*BERKELEY', '*UCI']",['*NORTHEASTERN'],"['*STANFORD', '*CORNELL', '*DUKE', '*SWARTHMORE', '*RICE', '*TULANE']"
M,ASIAN,CA,Low,PUBLIC,NONE,CS,-1,1550,15,6.5,7.8,"['*FORDHAM', '*TAMU']","['*UCLA', '*CORNELL', '*UMICH', '*UCI']",[]
M,ASIAN,TX,High,PUBLIC,LEGACY,CS,9,1490,-1,6.5,6.5,"['*HARVARD', '*NORTHWESTERN', '*CORNELL', '*RICE', '*UMICH', '*WASHU', '*TAMU']","['*CORNELL', '*CMU']","['*UCLA', '*HARVARD', '*NORTHWESTERN', '*BERKELEY', '*RICE', '*UPENN', '*WASHU', '*UT-AUSTIN']"
M,ASIAN,OTHER,Middle,PUBLIC,NONE,POLISCI,-1,1520,-1,7.5,6.5,"['*COLUMBIA', '*MIT', '*WASHU', '*UW MADISON', '*ARIZONA STATE', '*UCI']","['*BERKELEY', '*UMICH', '*BOSTON UNIVERSITY']","['*UCLA', '*PRINCETON', '*NORTHEASTERN']"
F,ARAB,WA,Low,-1,LEGACY,-1,-1,-1,-1,5,7.5,"['*UPENN', '*UMICH', '*UT-AUSTIN', '*NORTHEASTERN', '*UW MADISON']","['*BERKELEY', '*UVA']","['*CMU', '*NYU', '*UPENN', '*USC', '*UT-AUSTIN', '*NORTHEASTERN']"
F,BLACK,CA,Low,PRIVATE,OTHER,CS,-1,1470,-1,6.5,7.8,"['*COLUMBIA', '*BERKELEY', '*UPENN']",[],"['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*DARTMOUTH', '*VANDERBILT', '*NORTHEASTERN']"
M,ASIAN,GA,Low,PRIVATE,NONE,ENG,-1,1550,-1,7.5,8.2,"['*PRINCETON', '*UCSD', '*MIT', '*UMICH', '*USC', '*UCHICAGO']","['*UCLA', '*CMU']","['*STANFORD', '*BERKELEY', '*DUKE', '*UCSB']"
M,ASIAN,OH,Low,PUBLIC,NONE,CS,2,1520,36,7.5,7.5,"['*CASE WESTERN', '*UCSB']","['*UCLA', '*BERKELEY', '*UMICH', '*NORTHEASTERN', '*UCHICAGO', '*UVA']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*POMONA', '*UPENN']"
F,BLACK,IL,Low,PUBLIC,URM,CS,-1,-1,-1,2.5,2.5,"['*NYU', '*UIUC', '*UW MADISON', '*UCHICAGO']",['*UCHICAGO'],['*UPENN']
F,BLACK,OR,OTHER,PRIVATE,NONE,INTERNATIONAL RELATIONS,-1,1380,-1,6.5,6.8,['*UCLA'],[],"['*YALE', '*BROWN', '*COLUMBIA', '*WASHU']"
M,ASIAN,UT,Low,PUBLIC,LEGACY,ENG,1,-1,36,8.5,7.2,"['*YALE', '*COLUMBIA', '*GEORGIA TECH', '*RICE', '*VANDERBILT', '*UMICH', '*UCD', '*UIUC', '*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*STANFORD', '*CORNELL', '*DUKE', '*PRINCETON', '*MIT', '*UPENN', '*WASHU']","['*HARVARD', '*NORTHWESTERN', '*BERKELEY', '*JOHNS HOPKINS']"
M,ASIAN,CA,High,PUBLIC,NONE,CS,2,1590,-1,6.5,2.5,"['*UCLA', '*DUKE', '*GEORGIA TECH', '*UIUC', '*UNC CHAPEL HILL']","['*YALE', '*CORNELL', '*UCSD', '*CMU']","['*HARVARD', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*MIT', '*UT-AUSTIN']"
M,WHITE,AL,Low,PUBLIC,FIRST-GEN,PUBLIC POLICY,-1,1540,-1,7.5,7.5,['*HARVARD'],"['*DARTMOUTH', '*WILLIAMS', '*NYU']","['*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*PRINCETON', '*VANDERBILT', '*UPENN', '*TUFTS', '*UCHICAGO']"
M,ASIAN,LA,Low,PRIVATE,NONE,-1,-1,-1,34,7.5,5.8,"['*CASE WESTERN', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*COLGATE']",['*BERKELEY'],"['*UCLA', '*CORNELL', '*DARTMOUTH', '*UPENN', '*EMORY', '*USC']"
NB,WHITE,CA,Low,PUBLIC,LEGACY,SOCIAL SCIENCES,-1,1310,-1,2.5,6.0,"['*BERKELEY', '*UCSD', '*POMONA', '*UCR']",['*UCLA'],[]
F,WHITE,CA,High,SMALL,NONE,CS,1,1510,-1,7.5,2.5,"['*UCSD', '*CMU', '*UCSB', '*UCSC', '*UCR', '*UCI']","['*UCLA', '*COLUMBIA', '*CORNELL', '*CMU', '*UPENN']","['*YALE', '*STANFORD', '*BERKELEY', '*MIT', '*CALTECH']"
M,WHITE,TN,Low,PUBLIC,NONE,CS,-1,-1,36,5.5,6.5,"['*YALE', '*BROWN', '*DARTMOUTH', '*EMORY', '*COLGATE']","['*SWARTHMORE', '*VANDERBILT', '*UPENN', '*UMICH', '*EMORY']","['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*NORTHEASTERN', '*UCHICAGO']"
F,ASIAN,NE,Low,PUBLIC,MISSING,CS,-1,1560,34,8.5,6.5,[],"['*STANFORD', '*NORTHWESTERN', '*FORDHAM']","['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*CALTECH', '*JOHNS HOPKINS', '*SWARTHMORE', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*NYU', '*UPENN', '*EMORY', '*USC', '*BOSTON COLLEGE', '*WASHU', '*UT-AUSTIN', '*NORTHEASTERN', '*COLGATE', '*TUFTS', '*UCHICAGO']"
M,ASIAN,NY,High,PUBLIC,FIRST-GEN,BUSINESS,-1,-1,33,8.5,8.5,"['*CASE WESTERN', '*NORTHEASTERN']",[],"['*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*NYU', '*UPENN', '*TUFTS']"
M,ASIAN,TX,Low,-1,OTHER,BIO,5,-1,34,8.5,9.2,"['*YALE', '*UPENN']","['*PRINCETON', '*RICE', '*UCHICAGO']","['*HARVARD', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE']"
M,ASIAN,MI,High,PUBLIC,NONE,POLISCI,-1,-1,36,7,7.5,"['*STANFORD', '*VANDERBILT', '*UPENN', '*UMICH']","['*NORTHWESTERN', '*DUKE', '*EMORY', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*STANFORD', '*MIT', '*UCI']"
M,ASIAN,MI,Low,PUBLIC,OTHER,MATH,-1,1570,-1,8.5,7.8,"['*YALE', '*BROWN', '*BERKELEY', '*DUKE', '*CMU', '*VANDERBILT', '*UCSB', '*UIUC', '*WASHU']","['*UCLA', '*HARVARD', '*NORTHWESTERN', '*CORNELL', '*CALTECH', '*DARTMOUTH', '*UMICH']","['*STANFORD', '*COLUMBIA', '*PRINCETON', '*MIT', '*UPENN', '*USC', '*UCHICAGO']"
M,BLACK,IL,Low,PUBLIC,URM,CS,2,1430,29,6.5,9.5,"['*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*PRINCETON', '*UCSD', '*UPENN', '*UCD', '*UIUC', '*WASHU', '*UW MADISON', '*UCHICAGO']","['*UCLA', '*YALE', '*COLUMBIA']","['*HARVARD', '*STANFORD', '*MIT', '*CALTECH', '*JOHNS HOPKINS']"
F,BLACK,NY,Low,PRIVATE,URM,PSYCH,-1,1490,30,6.5,6.8,"['*CASE WESTERN', '*TUFTS']",['*NORTHWESTERN'],[]
F,WHITE,TX,Low,PUBLIC,FIRST-GEN,ENG,-1,1530,-1,7.5,3.7,"['*BROWN', '*DUKE', '*SWARTHMORE', '*UT-AUSTIN']","['*YALE', '*CORNELL', '*RICE']","['*COLUMBIA', '*PRINCETON', '*VANDERBILT', '*UPENN']"
NB,WHITE,OR,Low,-1,NONE,ENG,-1,-1,-1,2.5,8.1,['*UT-AUSTIN'],['*UT-AUSTIN'],"['*RICE', '*TULANE']"
M,HISPANIC,CA,Low,PUBLIC,URM,-1,10,1500,-1,7.5,7.2,"['*NORTHWESTERN', '*COLUMBIA', '*CMU', '*RICE']","['*CORNELL', '*MIT', '*CALTECH', '*HARVEY MUDD']","['*BERKELEY', '*PRINCETON']"
M,ASIAN,-1,Low,PUBLIC,NONE,CS,-1,-1,36,8.5,4.7,"['*HARVARD', '*GEORGIA TECH', '*PURDUE', '*UPENN', '*UMICH', '*UIUC', '*BOSTON UNIVERSITY']","['*UCLA', '*HARVARD', '*NORTHWESTERN', '*CORNELL', '*JOHNS HOPKINS', '*CMU', '*UPENN', '*UCD', '*HARVEY MUDD', '*CLAREMONT MCKENNA']","['*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON', '*CALTECH', '*NYU', '*UCHICAGO']"
F,WHITE,CA,OTHER,PRIVATE,OTHER,CS,9,1530,-1,5.5,6.8,"['*UCSD', '*UCSB', '*UCD', '*UCSC', '*UCR', '*FORDHAM', '*San Jose State University']","['*BERKELEY', '*UCSD', '*UCI']","['*UCLA', '*BROWN', '*USC']"
M,ASIAN,CA,High,PUBLIC,OTHER,CS,-1,1520,-1,6.5,4.5,"['*UNC CHAPEL HILL', '*UVA']","['*DUKE', '*GEORGIA TECH', '*CMU', '*UMICH']","['*STANFORD', '*CORNELL', '*PRINCETON', '*UIUC']"
M,ASIAN,CO,Low,-1,LEGACY,HEALTH SCIENCES,-1,1260,12,6.5,3.5,[],"['*UCSD', '*NORTHEASTERN']","['*TULANE', '*UCI']"
M,ASIAN,MA,Low,PRIVATE,NONE,CS,-1,-1,33,7.5,6.5,[],[],"['*HARVARD', '*BROWN', '*DUKE', '*PRINCETON', '*SWARTHMORE', '*DARTMOUTH', '*RICE', '*UPENN', '*EMORY']"
F,ASIAN,CA,High,PUBLIC,OTHER,CS,-1,1540,-1,7,6.5,[],[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*SWARTHMORE', '*DARTMOUTH', '*POMONA', '*WILLIAMS', '*VANDERBILT', '*UPENN', '*COLGATE', '*UCHICAGO']"
NB,-1,-1,Low,-1,FIRST-GEN,-1,-1,1510,32,-1,4.5,"['*NORTHEASTERN', '*ARIZONA STATE', '*TAMU']","['*SWARTHMORE', '*CASE WESTERN', '*COLGATE']","['*HARVARD', '*COLUMBIA', '*SWARTHMORE', '*POMONA', '*WILLIAMS', '*EMORY', '*NORTHEASTERN', '*HARVEY MUDD']"
M,HISPANIC,IN,Low,-1,URM,CS,-1,-1,-1,6.5,1.0,['*MIT'],"['*BROWN', '*NYU']","['*HARVARD', '*YALE', '*PRINCETON', '*JOHNS HOPKINS', '*WILLIAMS', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*TUFTS']"
M,WHITE,-1,Low,CHARTER,NONE,CS,-1,1130,-1,6.5,7.5,[],[],"['*UCLA', '*HARVARD', '*YALE', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*UMICH', '*UT-AUSTIN', '*UNC CHAPEL HILL', '*UVA']"
F,ASIAN,CA,Middle,PUBLIC,NONE,BIO,10,1520,34,5.5,7.2,"['*UCLA', '*DUKE', '*MIT', '*RICE', '*UPENN', '*UCSB', '*UCD', '*UCR']","['*BERKELEY', '*UCSD', '*CMU', '*NYU', '*UCI']","['*UCLA', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*MIT', '*CALTECH', '*DARTMOUTH', '*RICE', '*POMONA', '*UPENN', '*UMICH', '*USC', '*UCHICAGO']"
F,ASIAN,CO,High,PUBLIC,FIRST-GEN,PREMED,2,-1,-1,3.5,2.5,"['*BERKELEY', '*POMONA', '*UCD', '*UCR', '*San Jose State University']",['*UCSC'],[]
F,WHITE,OH,Low,PUBLIC,NONE,ENG,-1,-1,35,6,4.5,"['*YALE', '*COLUMBIA', '*DUKE', '*PRINCETON', '*UCSD', '*UMICH']","['*CORNELL', '*NORTHEASTERN']","['*STANFORD', '*BERKELEY', '*GEORGIA TECH']"
M,ASIAN,ND,Low,PRIVATE,NONE,ENG,-1,1520,-1,6.5,8.2,[],"['*COLUMBIA', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*UPENN']"
M,ASIAN,CO,High,PUBLIC,FIRST-GEN,ENG,-1,-1,34,7.5,4.5,"['*MIT', '*GEORGIA TECH', '*PURDUE', '*UPENN', '*UMICH', '*UIUC']",[],"['*CORNELL', '*MIT', '*GEORGIA TECH', '*CMU', '*UPENN', '*UMICH', '*NORTHEASTERN']"
F,BLACK,MI,Low,PUBLIC,URM,ENG,1,-1,33,6.5,7.5,"['*YALE', '*DUKE', '*PURDUE', '*WILLIAMS', '*CASE WESTERN', '*TUFTS']","['*COLUMBIA', '*VANDERBILT', '*UMICH']","['*HARVARD', '*BROWN', '*PRINCETON', '*JOHNS HOPKINS', '*NYU', '*UPENN', '*EMORY', '*TULANE']"
M,ASIAN,LA,Low,CHARTER,NONE,BIO,5,1560,36,6.5,7.0,"['*RICE', '*UT-AUSTIN', '*FORDHAM', '*UNC CHAPEL HILL']","['*UCLA', '*VANDERBILT', '*BOSTON UNIVERSITY']","['*HARVARD', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS']"
M,BLACK,VA,Low,PUBLIC,MISSING,CS,33,1500,-1,2,6.5,"['*UPENN', '*VIRGINIA TECH', '*UVA']","['*TUFTS', '*UVA']","['*UCLA', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*GEORGIA TECH', '*RICE', '*UMICH', '*UIUC', '*WASHU', '*UT-AUSTIN']"
F,WHITE,CO,Low,PUBLIC,OTHER,CS,1,-1,32,7.5,6.5,['*COLUMBIA'],['*CORNELL'],"['*HARVARD', '*YALE', '*NORTHWESTERN', '*PRINCETON', '*MIT', '*CALTECH', '*GEORGIA TECH', '*DARTMOUTH', '*NORTHEASTERN']"
F,ASIAN,NY,Low,PUBLIC,LEGACY,CS,10,1580,-1,6.5,8.5,[],[],"['*YALE', '*PRINCETON', '*SWARTHMORE', '*WILLIAMS', '*UPENN']"
M,ASIAN,OR,High,PUBLIC,NONE,ENG,-1,1550,36,3.5,1.0,"['*GEORGIA TECH', '*NYU', '*UPENN', '*UMICH', '*BOSTON UNIVERSITY']","['*NORTHWESTERN', '*DUKE', '*VANDERBILT', '*UPENN', '*NORTHEASTERN', '*TUFTS']","['*HARVARD', '*YALE', '*CORNELL', '*PRINCETON', '*JOHNS HOPKINS']"
NB,ASIAN,CA,High,PUBLIC,URM,CS,-1,1570,-1,6.5,4.2,"['*STANFORD', '*WILLIAMS']",[],"['*HARVARD', '*STANFORD']"
OTHER,ASIAN,OR,Low,PUBLIC,OTHER,BIO,1,1510,35,6.5,8.2,"['*CMU', '*UPENN', '*BOSTON UNIVERSITY']","['*NYU', '*UPENN']","['*HARVARD', '*STANFORD', '*MIT', '*JOHNS HOPKINS', '*CMU', '*NORTHEASTERN']"
F,WHITE,NY,OTHER,PUBLIC,OTHER,ENG,32,-1,-1,2.5,7.5,['*COLUMBIA'],[],[]
M,OTHER,AL,High,PRIVATE,URM,CS,-1,1580,10,7.5,4.7,"['*CORNELL', '*UCSD', '*POMONA', '*San Jose State University', '*VIRGINIA TECH', '*UVA']","['*UCLA', '*CMU', '*NORTHEASTERN']","['*STANFORD', '*CORNELL', '*BERKELEY', '*CMU', '*POMONA', '*TUFTS']"
F,ASIAN,OR,Low,PUBLIC,NONE,CS,-1,1520,-1,7.5,5.8,"['*UCLA', '*UCSD', '*RICE', '*EMORY', '*BOSTON COLLEGE', '*WASHU', '*UVA']","['*YALE', '*BROWN', '*VANDERBILT', '*NORTHEASTERN', '*UCHICAGO']","['*STANFORD', '*NORTHWESTERN', '*USC']"
F,WHITE,OTHER,Low,-1,NONE,ENG,20,-1,-1,1,6.5,[],[],[]
M,WHITE,TX,Middle,CHARTER,OTHER,BUSINESS,6,-1,25,3.5,6.5,"['*UMICH', '*BOSTON UNIVERSITY', '*WASHU', '*UT-AUSTIN', '*UT-DALLAS', '*NORTHEASTERN', '*TULANE', '*TAMU']",[],"['*CORNELL', '*RICE', '*NYU']"
F,BLACK,MA,Low,PUBLIC,URM,CS,-1,1300,-1,6.5,7.5,['*NORTHEASTERN'],['*BOSTON UNIVERSITY'],"['*UPENN', '*BOSTON COLLEGE']"
F,BLACK,UT,High,PUBLIC,URM,PSYCH,26,1240,-1,6.5,7.5,"['*VIRGINIA TECH', '*UVA']",['*UVA'],['*NORTHWESTERN']
F,NATIVE,WA,Low,PUBLIC,NONE,ENG,9,-1,-1,6.5,8.5,"['*BROWN', '*NORTHWESTERN', '*EMORY']",[],[]
M,WHITE,CA,Low,PUBLIC,NONE,ENG,-1,-1,34,4.5,2.5,['*UIUC'],[],[]
F,ASIAN,MA,High,PRIVATE,NONE,CS,-1,1590,-1,3.5,3.7,[],"['*BROWN', '*DUKE', '*VANDERBILT']",[]
M,ASIAN,OR,Low,PRIVATE,OTHER,ENG,-1,-1,-1,5,7.6,"['*PURDUE', '*UPENN', '*CASE WESTERN', '*FORDHAM']",[],"['*EMORY', '*USC', '*UIUC', '*BOSTON UNIVERSITY', '*NORTHEASTERN']"
M,WHITE,KS,High,PUBLIC,NONE,CS,-1,-1,34,8.5,7.5,"['*YALE', '*DUKE', '*GEORGIA TECH', '*UMICH', '*WASHU', '*UVA']","['*CORNELL', '*CMU', '*UIUC']","['*HARVARD', '*STANFORD', '*PRINCETON', '*MIT', '*VANDERBILT']"
M,ASIAN,MI,High,PRIVATE,NONE,BUSINESS,-1,1480,-1,7.5,7.5,"['*UCSD', '*MIT']","['*WILLIAMS', '*UMICH', '*BOSTON UNIVERSITY', '*UVA']","['*UCLA', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DARTMOUTH', '*VANDERBILT', '*NYU', '*UPENN', '*USC']"
F,ASIAN,MI,High,PUBLIC,NONE,BUSINESS,5,-1,-1,7.5,3.5,['*STANFORD'],[],"['*YALE', '*POMONA', '*USC', '*BOSTON UNIVERSITY']"
M,ASIAN,CA,Low,-1,NONE,CS,-1,-1,30,5.5,3.5,"['*UCSC', '*San Jose State University']","['*UCLA', '*UCSD', '*PURDUE', '*UCD', '*UCR', '*UW MADISON', '*UVA']","['*BERKELEY', '*GEORGIA TECH', '*UMICH', '*USC', '*UCSB', '*UIUC', '*NORTHEASTERN', '*UCI']"
M,ASIAN,GA,Low,-1,OTHER,-1,-1,1540,15,6.5,8.5,[],['*CMU'],"['*YALE', '*MIT']"
M,ASIAN,UT,Low,PRIVATE,NONE,CS,-1,1510,-1,7.5,8.2,"['*CORNELL', '*UCD', '*UIUC', '*UW MADISON']","['*UCLA', '*CMU']","['*BERKELEY', '*UCSD', '*EMORY', '*USC', '*UCSB', '*UCI']"
F,BLACK,CO,High,PUBLIC,URM,PSYCH,-1,1530,-1,5.5,4.2,"['*COLUMBIA', '*DUKE', '*PRINCETON']",[],"['*STANFORD', '*CORNELL']"
M,ASIAN,CA,High,PUBLIC,NONE,CS,26,-1,34,7.5,7.5,"['*UCLA', '*HARVARD', '*BERKELEY', '*UCSD', '*PURDUE', '*UCSC', '*NORTHEASTERN', '*ARIZONA STATE', '*UCI', '*UCM']","['*HARVARD', '*GEORGIA TECH', '*UMICH', '*UCD', '*UCR']","['*STANFORD', '*CORNELL', '*BERKELEY', '*NYU', '*USC', '*UCSB']"
F,OTHER,IN,OTHER,-1,OTHER,HISTORY,-1,-1,-1,8.5,4.2,[],[],[]
F,ASIAN,OR,Low,PUBLIC,NONE,BIO,20,1580,-1,8.5,6.5,"['*CORNELL', '*DARTMOUTH', '*NYU', '*WASHU']","['*NORTHWESTERN', '*DUKE', '*UPENN', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*SWARTHMORE']"
F,ASIAN,CA,Low,PUBLIC,NONE,BIO,-1,-1,34,6.5,2.5,"['*UCSD', '*EMORY', '*CASE WESTERN', '*USC', '*UCSB', '*UCR', '*UCI']","['*UCLA', '*WASHU', '*NORTHEASTERN']","['*YALE', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*TUFTS']"
F,WHITE,OR,Low,-1,NONE,BIO,15,-1,32,2,6.8,['*UW MADISON'],"['*UIUC', '*UCHICAGO']","['*NYU', '*UVA']"
M,ASIAN,CA,High,PUBLIC,NONE,CS,3,-1,-1,3,8.7,['*San Jose State University'],['*UCLA'],"['*BERKELEY', '*UCSD', '*VANDERBILT', '*UPENN', '*USC', '*CLAREMONT MCKENNA', '*UCI']"
F,ASIAN,WA,Low,PUBLIC,FIRST-GEN,CS,3,1490,-1,4.5,2.5,"['*PURDUE', '*ARIZONA STATE']",['*CLAREMONT MCKENNA'],"['*YALE', '*COLUMBIA', '*DUKE', '*SWARTHMORE', '*BOSTON COLLEGE', '*WASHU', '*San Jose State University', '*NORTHEASTERN']"
F,ASIAN,CA,Low,-1,FIRST-GEN,LAW,-1,-1,-1,1,3.5,"['*UMICH', '*San Jose State University']",[],"['*STANFORD', '*POMONA', '*UMICH', '*EMORY', '*San Jose State University', '*TUFTS', '*UCI']"
M,ASIAN,CO,High,PUBLIC,NONE,CS,-1,1510,-1,8.5,4.2,"['*BERKELEY', '*UCD', '*BOSTON UNIVERSITY']","['*NORTHEASTERN', '*UCI']","['*UCLA', '*HARVARD', '*STANFORD', '*MIT', '*USC', '*TUFTS']"
F,WHITE,LA,Low,PUBLIC,OTHER,BIO,-1,-1,-1,8.5,8.5,"['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*DUKE', '*VANDERBILT', '*UMICH']",['*NORTHEASTERN'],"['*BROWN', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*UPENN', '*WASHU', '*TUFTS']"
